day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_hol_0,state_hol_1,state_hol_2,state_hol_3,sales
2,520,1,0,0,1,0,0,0,4691.07006071929
3,712,1,0,1,1,0,0,0,6114.780160857908
6,1146,1,0,0,1,0,0,0,9170.234093637455
2,614,1,1,0,1,0,0,0,6782.275815217391
1,556,1,1,1,1,0,0,0,6570.633879781421
5,732,1,1,0,1,0,0,0,7414.5713199898655
6,394,1,0,0,1,0,0,0,3715.692082111437
1,496,1,0,0,1,0,0,0,4680.334035827186
5,621,1,1,1,1,0,0,0,6235.335553910683
1,613,1,0,1,1,0,0,0,5650.761194029851
5,523,1,0,0,1,0,0,0,5013.0
3,661,1,1,0,1,0,0,0,6907.029702970297
7,0,0,0,0,1,0,0,0,0.0
6,718,1,0,0,1,0,0,0,6750.09394654088
1,905,1,1,1,1,0,0,0,9827.384245339748
3,531,1,1,0,1,0,0,0,5912.27471636953
3,764,1,0,0,1,0,0,0,6266.349088453748
4,599,1,1,1,1,0,0,0,6235.335553910683
1,746,1,0,0,1,0,0,0,6119.622191011236
5,3386,1,0,0,1,0,0,0,17764.46017699115
1,673,1,0,1,1,0,0,0,6103.085948158254
1,721,1,1,0,1,0,0,0,8051.409337676439
6,592,1,0,0,1,0,0,0,5777.84505640345
7,0,0,0,0,1,0,0,0,0.0
6,733,1,0,0,1,0,0,0,6750.09394654088
6,925,1,0,0,1,0,0,0,8021.107382550335
2,2121,1,1,1,1,0,0,0,17194.56730769231
7,0,0,0,0,1,0,0,0,0.0
2,1070,1,1,0,1,0,0,0,9940.55845629966
3,832,1,0,0,1,0,0,0,6558.377471264368
1,856,1,1,0,1,0,0,0,9411.830680173662
5,893,1,1,1,1,0,0,0,8303.093127287515
7,0,0,0,0,1,0,0,0,0.0
6,293,1,0,0,1,0,0,0,2695.280748663102
6,962,1,0,0,1,0,0,0,8182.064814814815
7,0,0,0,0,1,0,0,0,0.0
4,544,1,1,1,1,0,0,0,5876.073184676959
5,555,1,0,0,1,0,0,0,5222.174103237096
2,711,1,1,0,1,0,0,0,7543.944910179641
6,571,1,0,0,1,0,0,0,5600.27261761158
1,0,0,0,0,0,1,0,0,0.0
3,1014,1,1,0,1,0,0,0,8962.04939271255
5,608,1,0,0,1,0,0,0,5645.993006993007
5,1381,1,1,0,1,0,0,0,11628.108367626886
3,1273,1,1,0,1,0,0,0,10935.489583333334
6,437,1,0,0,1,0,0,0,4393.77794117647
7,0,0,0,0,1,0,0,0,0.0
4,0,0,0,0,0,1,0,0,0.0
2,666,1,0,1,1,0,0,0,5739.129317980513
2,841,1,1,1,1,0,0,0,8666.18893129771
6,420,1,0,0,1,0,0,0,3978.721068249258
5,641,1,0,0,1,0,0,0,5852.264111498258
6,258,1,0,0,1,0,0,0,2407.4473684210525
3,454,1,1,1,1,0,0,0,5192.815620998719
1,389,1,0,0,1,0,0,0,4065.344827586207
3,411,1,0,1,1,0,0,0,4047.9751308900522
6,566,1,0,0,1,0,0,0,5600.27261761158
7,0,0,0,0,1,0,0,0,0.0
5,670,1,0,0,1,0,0,0,6111.159198113208
1,557,1,0,0,1,0,0,0,4944.736147757256
1,480,1,1,0,1,0,0,0,5844.941979522185
3,570,1,0,1,1,0,0,0,5152.003562945368
3,795,1,0,0,1,0,0,0,6450.335990190068
3,299,1,0,0,1,0,0,0,3168.5377855887523
5,758,1,1,1,1,0,0,0,7564.41279620853
5,891,1,1,0,1,0,0,0,8303.093127287515
3,682,1,0,0,1,0,0,0,5805.374263565892
5,440,1,1,0,1,0,0,0,4814.9794721407625
4,647,1,1,0,1,0,0,0,6474.423423423424
4,1236,1,0,0,1,0,0,0,9239.763157894737
4,741,1,1,0,1,0,0,0,7414.5713199898655
6,547,1,0,0,1,0,0,0,5452.131860299359
3,828,1,1,0,1,0,0,0,8235.41917211329
6,217,1,0,0,1,0,0,0,1951.469387755102
6,643,1,0,0,1,0,0,0,6089.990731863215
1,1389,1,1,0,1,0,0,0,13371.87535410765
7,0,0,0,0,1,0,0,0,0.0
6,156,1,0,0,1,0,0,0,1457.857142857143
6,304,1,0,0,1,0,0,0,2834.8985507246375
1,1560,1,1,0,1,0,0,0,14655.788856304986
6,662,1,0,0,1,0,0,0,6394.018451845184
6,840,1,0,0,1,0,0,0,7346.38206954336
1,685,1,1,0,1,0,0,0,7961.199488491048
3,609,1,1,0,1,0,0,0,6413.790129372304
5,533,1,1,0,1,0,0,0,5762.096529284165
6,446,1,0,0,1,0,0,0,4393.77794117647
7,0,0,0,0,1,0,0,0,0.0
4,952,1,0,1,1,0,0,0,7684.157284768212
4,399,1,0,1,1,0,0,0,4016.1594488188975
5,562,1,1,0,1,0,0,0,6042.1271105447595
3,609,1,1,0,1,0,0,0,6413.790129372304
7,0,0,0,0,1,0,0,0,0.0
2,687,1,0,1,1,0,0,0,6103.085948158254
5,849,1,1,1,1,0,0,0,8058.9481292517
5,905,1,1,0,1,0,0,0,8303.093127287515
7,0,0,0,0,1,0,0,0,0.0
2,766,1,0,0,1,0,0,0,6119.622191011236
3,841,1,1,0,1,0,0,0,8235.41917211329
7,0,0,0,0,1,0,0,0,0.0
5,1082,1,1,0,1,0,0,0,9698.59173126615
2,403,1,0,0,1,0,0,0,4050.9443155452436
4,540,1,1,0,1,0,0,0,5876.073184676959
6,222,1,0,0,1,0,0,0,2088.3728813559323
3,707,1,1,0,1,0,0,0,7209.026639344263
7,0,0,0,0,1,0,0,0,0.0
2,811,1,1,0,1,0,0,0,7536.428571428572
3,630,1,0,0,1,0,0,0,5456.4825026511135
4,704,1,1,0,1,0,0,0,7085.268030862127
2,671,1,1,0,1,0,0,0,6811.680412371134
1,473,1,0,0,1,0,0,0,4523.016152716593
5,673,1,1,0,1,0,0,0,6823.023879500367
2,737,1,0,0,1,0,0,0,6006.992889463478
2,633,1,1,0,1,0,0,0,6798.128312412831
3,689,1,0,0,1,0,0,0,5805.374263565892
5,485,1,0,0,1,0,0,0,4719.9421782178215
3,529,1,1,0,1,0,0,0,5735.693045563549
6,620,1,0,0,1,0,0,0,6089.990731863215
6,247,1,0,0,1,0,0,0,2323.8837209302324
1,598,1,0,0,1,0,0,0,5248.391816920943
1,408,1,0,0,1,0,0,0,4151.997206703911
3,501,1,0,0,1,0,0,0,4603.439879154079
6,565,1,0,0,1,0,0,0,5600.27261761158
2,694,1,0,1,1,0,0,0,6103.085948158254
1,616,1,1,0,1,0,0,0,7156.923618090453
2,1152,1,1,1,1,0,0,0,10562.072538860104
5,599,1,1,1,1,0,0,0,6235.335553910683
2,759,1,0,1,1,0,0,0,6450.277258566978
6,348,1,0,0,1,0,0,0,3258.3040935672516
2,1365,1,1,1,1,0,0,0,12192.930894308944
1,1000,1,1,0,1,0,0,0,10495.552746294681
1,1166,1,1,0,1,0,0,0,11625.323170731708
4,0,0,1,0,0,1,0,0,0.0
6,477,1,0,0,1,0,0,0,4719.9421782178215
1,938,1,1,0,1,0,0,0,10085.504827586206
3,342,1,1,1,1,0,0,0,3954.283582089552
3,773,1,0,0,1,0,0,0,6450.335990190068
5,786,1,0,0,1,0,0,0,6744.2184829059825
6,883,1,0,0,1,0,0,0,7701.688160088938
7,0,0,0,0,1,0,0,0,0.0
6,470,1,0,0,1,0,0,0,4719.9421782178215
1,1001,1,1,0,1,0,0,0,10495.552746294681
1,713,1,0,0,1,0,0,0,6006.992889463478
4,740,1,1,0,1,0,0,0,7414.5713199898655
2,676,1,0,1,1,0,0,0,6103.085948158254
3,878,1,0,0,1,0,0,0,6828.537931034482
1,435,1,0,1,1,0,0,0,4234.0
4,689,1,1,1,1,0,0,0,6823.023879500367
1,662,1,0,0,1,0,0,0,5680.417628541448
6,641,1,0,0,1,0,0,0,6089.990731863215
2,386,1,0,0,1,0,0,0,3820.6510067114095
6,758,1,0,0,1,0,0,0,7052.422169811321
6,519,1,0,0,1,0,0,0,5261.591693290735
3,715,1,1,0,1,0,0,0,7209.026639344263
3,319,1,0,0,1,0,0,0,3352.6308724832215
5,1159,1,0,0,1,0,0,0,8837.681222707424
7,0,0,0,0,1,0,0,0,0.0
3,455,1,0,1,1,0,0,0,4360.727244582044
4,614,1,1,0,1,0,0,0,6235.335553910683
6,800,1,0,0,1,0,0,0,7052.422169811321
6,750,1,0,0,1,0,0,0,6824.5028571428575
6,513,1,0,0,1,0,0,0,4971.949982752673
4,435,1,1,0,1,0,0,0,4966.260135135135
4,982,1,1,0,1,0,0,0,8962.04939271255
5,1309,1,1,0,1,0,0,0,10935.489583333334
6,1015,1,0,0,1,0,0,0,8267.047908232118
4,496,1,0,0,1,0,0,0,4603.439879154079
5,786,1,0,0,1,0,0,0,6744.2184829059825
4,634,1,1,0,1,0,0,0,6474.423423423424
4,660,1,0,0,1,0,0,0,5680.417628541448
4,596,1,0,1,1,0,0,0,5344.843225083987
4,673,1,1,0,1,0,0,0,6823.023879500367
5,484,1,1,1,1,0,0,0,5350.009765625
6,311,1,0,0,1,0,0,0,2934.1897654584222
5,2363,1,0,0,1,0,0,0,13126.052552552552
2,985,1,0,0,1,0,0,0,7576.42880794702
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
4,0,0,0,0,0,1,0,0,0.0
4,683,1,1,0,1,0,0,0,6823.023879500367
6,480,1,0,0,1,0,0,0,4719.9421782178215
3,919,1,1,0,1,0,0,0,8597.108353510896
1,1544,1,0,0,1,0,0,0,10324.734042553191
4,625,1,0,1,1,0,0,0,5499.045148895293
7,0,0,0,0,1,0,0,0,0.0
3,878,1,1,0,1,0,0,0,8497.515497553019
5,1026,1,1,0,1,0,0,0,9359.699376947041
6,430,1,0,0,1,0,0,0,4090.1260744985675
4,970,1,0,0,1,0,0,0,7507.31095890411
1,647,1,1,0,1,0,0,0,7558.199558985667
6,211,1,0,0,1,0,0,0,1874.977653631285
2,853,1,1,1,1,0,0,0,8666.18893129771
6,374,1,0,0,1,0,0,0,3469.0105660377358
6,624,1,0,0,1,0,0,0,6089.990731863215
7,0,0,0,0,1,0,0,0,0.0
5,774,1,0,0,1,0,0,0,6744.2184829059825
6,909,1,0,0,1,0,0,0,8021.107382550335
4,0,0,1,0,0,1,0,0,0.0
2,1429,1,1,0,1,0,0,0,11929.055421686748
2,1008,1,1,0,1,0,0,0,9388.006896551724
6,850,1,0,0,1,0,0,0,7701.688160088938
1,920,1,0,0,1,0,0,0,7142.867151956324
4,869,1,1,0,1,0,0,0,8058.9481292517
1,1031,1,1,1,1,0,0,0,10766.953995157384
1,1106,1,1,0,1,0,0,0,10990.040856031128
3,704,1,1,0,1,0,0,0,7209.026639344263
6,249,1,0,0,1,0,0,0,2298.422018348624
1,604,1,1,0,1,0,0,0,7156.923618090453
4,352,1,0,0,1,0,0,0,3702.514143094842
6,641,1,0,0,1,0,0,0,6089.990731863215
2,608,1,1,0,1,0,0,0,6640.551260504201
7,0,0,0,0,1,0,0,0,0.0
5,464,1,1,0,1,0,0,0,5241.558198810535
3,1101,1,1,0,1,0,0,0,9897.945957820739
2,396,1,1,1,1,0,0,0,4579.645833333333
2,545,1,1,0,1,0,0,0,6255.412844036698
2,646,1,1,1,1,0,0,0,7094.018971848225
6,512,1,0,0,1,0,0,0,4971.949982752673
5,597,1,0,0,1,0,0,0,5539.437130801688
3,871,1,1,0,1,0,0,0,8235.41917211329
6,575,1,0,0,1,0,0,0,5600.27261761158
2,556,1,1,0,1,0,0,0,6255.412844036698
3,765,1,1,0,1,0,0,0,7564.41279620853
1,582,1,0,1,1,0,0,0,5166.616734932709
5,928,1,0,0,1,0,0,0,7640.4215413184775
1,963,1,1,1,1,0,0,0,10737.607929515418
6,866,1,0,0,1,0,0,0,7701.688160088938
2,1463,1,1,0,1,0,0,0,12388.00552486188
3,282,1,0,1,1,0,0,0,2947.4444444444443
1,1209,1,1,1,1,0,0,0,11762.37386569873
5,382,1,1,0,1,0,0,0,4302.2962962962965
1,750,1,1,0,1,0,0,0,8265.54906731549
1,1038,1,1,0,1,0,0,0,10705.333333333334
7,0,0,0,0,1,0,0,0,0.0
4,475,1,0,0,1,0,0,0,4433.312154696133
5,670,1,0,0,1,0,0,0,6111.159198113208
3,1068,1,1,0,1,0,0,0,9359.699376947041
1,533,1,0,1,1,0,0,0,4791.989032901296
3,475,1,0,1,1,0,0,0,4433.312154696133
2,990,1,1,0,1,0,0,0,9388.006896551724
2,439,1,0,0,1,0,0,0,4302.787535410765
2,569,1,0,0,1,0,0,0,5072.019741564967
3,1069,1,0,0,1,0,0,0,8091.882436260623
2,768,1,0,1,1,0,0,0,6792.772479564032
3,595,1,1,0,1,0,0,0,6413.790129372304
5,557,1,1,0,1,0,0,0,6042.1271105447595
6,476,1,0,0,1,0,0,0,4719.9421782178215
4,566,1,0,1,1,0,0,0,5152.003562945368
5,957,1,1,0,1,0,0,0,8822.24535493092
3,480,1,1,0,1,0,0,0,5467.558558558559
4,976,1,1,0,1,0,0,0,8822.24535493092
4,1209,1,0,0,1,0,0,0,9014.18302387268
5,929,1,1,1,1,0,0,0,8597.108353510896
2,435,1,1,0,1,0,0,0,5290.899317406143
3,414,1,0,0,1,0,0,0,4137.462809917355
6,663,1,0,0,1,0,0,0,6394.018451845184
3,891,1,0,0,1,0,0,0,6828.537931034482
7,0,0,0,0,1,0,0,0,0.0
5,371,1,0,0,1,0,0,0,4074.8070175438597
3,421,1,1,1,1,0,0,0,4843.489473684211
4,689,1,1,0,1,0,0,0,6823.023879500367
4,439,1,1,0,1,0,0,0,4966.260135135135
7,0,0,0,0,1,0,0,0,0.0
3,651,1,1,0,1,0,0,0,6653.97895902547
5,785,1,1,0,1,0,0,0,7726.496010079798
2,691,1,1,0,1,0,0,0,7430.731629392972
3,674,1,1,0,1,0,0,0,7058.356196414653
5,408,1,0,0,1,0,0,0,4151.997206703911
2,587,1,0,1,1,0,0,0,5166.616734932709
7,0,0,0,0,1,0,0,0,0.0
6,668,1,0,0,1,0,0,0,6394.018451845184
1,877,1,1,0,1,0,0,0,9485.714143426294
6,603,1,0,0,1,0,0,0,5777.84505640345
2,702,1,1,0,1,0,0,0,7430.731629392972
5,632,1,1,1,1,0,0,0,6474.423423423424
1,968,1,0,1,1,0,0,0,8402.787671232876
1,924,1,1,0,1,0,0,0,9827.384245339748
6,568,1,0,0,1,0,0,0,5600.27261761158
7,0,0,0,0,1,0,0,0,0.0
1,569,1,0,0,1,0,0,0,5072.019741564967
6,511,1,0,0,1,0,0,0,4971.949982752673
7,0,0,0,0,1,0,0,0,0.0
2,216,1,0,0,1,0,0,0,2390.5405405405404
7,0,0,0,0,1,0,0,0,0.0
2,1959,1,0,1,1,0,0,0,12766.161290322581
2,369,1,1,0,1,0,0,0,4562.451923076923
7,0,0,0,0,1,0,0,0,0.0
3,265,1,0,0,1,0,0,0,2653.90625
2,567,1,0,1,1,0,0,0,5152.003562945368
7,0,0,0,0,1,0,0,0,0.0
5,940,1,0,0,1,0,0,0,7640.4215413184775
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
3,501,1,1,0,1,0,0,0,5597.53734939759
6,816,1,0,0,1,0,0,0,7346.38206954336
5,340,1,0,0,1,0,0,0,3468.449438202247
1,952,1,1,0,1,0,0,0,10486.410256410256
6,336,1,0,0,1,0,0,0,3146.8896551724138
1,739,1,1,1,1,0,0,0,8265.54906731549
2,472,1,0,0,1,0,0,0,4433.312154696133
3,754,1,1,0,1,0,0,0,7564.41279620853
6,663,1,0,0,1,0,0,0,6394.018451845184
2,931,1,1,0,1,0,0,0,9170.389438943894
4,1107,1,0,1,1,0,0,0,8542.740099009901
7,0,0,0,0,1,0,0,0,0.0
5,354,1,1,0,1,0,0,0,4020.5714285714284
7,0,0,0,0,1,0,0,0,0.0
1,844,1,1,1,1,0,0,0,9411.830680173662
6,279,1,0,0,1,0,0,0,2597.7635869565215
1,1260,1,1,0,1,0,0,0,12011.946308724831
6,1411,1,0,0,1,0,0,0,10383.051859099804
6,441,1,0,0,1,0,0,0,4393.77794117647
1,1419,1,1,0,1,0,0,0,13917.972111553785
3,435,1,1,0,1,0,0,0,4966.260135135135
5,609,1,0,0,1,0,0,0,5645.993006993007
1,292,1,0,0,1,0,0,0,3038.3802816901407
6,846,1,0,0,1,0,0,0,7701.688160088938
6,248,1,0,0,1,0,0,0,2298.422018348624
7,0,0,0,0,1,0,0,0,0.0
1,1855,1,1,1,1,0,0,0,14908.878787878788
6,801,1,0,0,1,0,0,0,7052.422169811321
7,0,0,0,0,1,0,0,0,0.0
3,503,1,0,0,1,0,0,0,4603.439879154079
2,802,1,1,0,1,0,0,0,8295.130072840791
4,1112,1,1,0,1,0,0,0,9897.945957820739
5,637,1,1,0,1,0,0,0,6474.423423423424
5,513,1,0,0,1,0,0,0,4971.949982752673
4,721,1,1,0,1,0,0,0,7085.268030862127
7,0,0,0,0,1,0,0,0,0.0
1,890,1,1,0,1,0,0,0,9827.384245339748
3,1107,1,0,1,1,0,0,0,8542.740099009901
1,368,1,1,0,1,0,0,0,4562.451923076923
2,1953,1,0,0,1,0,0,0,12766.161290322581
3,396,1,0,0,1,0,0,0,3987.405889884763
4,674,1,1,0,1,0,0,0,6823.023879500367
1,1027,1,1,1,1,0,0,0,10766.953995157384
4,691,1,1,0,1,0,0,0,6823.023879500367
1,772,1,0,0,1,0,0,0,6320.272037361355
5,448,1,0,0,1,0,0,0,4523.0251121076235
5,448,1,0,1,1,0,0,0,4523.0251121076235
6,1007,1,0,0,1,0,0,0,8267.047908232118
3,818,1,0,0,1,0,0,0,6558.377471264368
4,0,0,1,0,0,1,0,0,0.0
2,765,1,0,0,1,0,0,0,6119.622191011236
6,666,1,0,0,1,0,0,0,6394.018451845184
2,625,1,0,0,1,0,0,0,5456.4825026511135
1,2051,1,1,0,1,0,0,0,18783.27074235808
5,557,1,1,0,1,0,0,0,6042.1271105447595
6,604,1,0,0,1,0,0,0,5777.84505640345
6,137,1,0,0,1,0,0,0,1350.6785714285713
2,621,1,1,0,1,0,0,0,6782.275815217391
4,856,1,1,0,1,0,0,0,8058.9481292517
3,1272,1,1,0,1,0,0,0,10935.489583333334
3,573,1,1,0,1,0,0,0,6166.070807453416
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
1,1145,1,1,0,1,0,0,0,11306.660580021482
6,1104,1,0,0,1,0,0,0,9170.234093637455
7,0,0,0,0,1,0,0,0,0.0
3,1023,1,1,0,1,0,0,0,8962.04939271255
5,680,1,0,1,1,0,0,0,6108.34
1,983,1,0,0,1,0,0,0,7576.42880794702
5,742,1,1,0,1,0,0,0,7414.5713199898655
7,0,0,0,0,1,0,0,0,0.0
5,593,1,0,0,1,0,0,0,5539.437130801688
1,756,1,1,0,1,0,0,0,8265.54906731549
7,0,0,0,0,1,0,0,0,0.0
2,540,1,0,0,1,0,0,0,4907.429109159348
2,546,1,0,0,1,0,0,0,4944.736147757256
4,965,1,0,0,1,0,0,0,7507.31095890411
7,0,0,0,0,1,0,0,0,0.0
6,903,1,0,0,1,0,0,0,8021.107382550335
5,1483,1,0,0,1,0,0,0,10930.890552995392
7,0,0,0,0,1,0,0,0,0.0
1,702,1,0,0,1,0,0,0,5805.374263565892
6,765,1,0,0,1,0,0,0,7052.422169811321
1,484,1,0,0,1,0,0,0,4670.284653465346
2,1144,1,1,0,1,0,0,0,10562.072538860104
3,865,1,0,1,1,0,0,0,7201.155088852989
1,1407,1,0,1,1,0,0,0,12014.675496688742
3,718,1,0,0,1,0,0,0,6102.541161455009
4,993,1,0,0,1,0,0,0,7576.42880794702
2,523,1,1,1,1,0,0,0,5930.218888888889
4,1247,1,1,0,1,0,0,0,10650.748948106591
7,0,0,0,0,1,0,0,0,0.0
1,805,1,1,0,1,0,0,0,9082.59776864357
4,0,0,0,1,0,0,0,1,0.0
2,512,1,0,0,1,0,0,0,4691.07006071929
2,1819,1,0,0,1,0,0,0,11791.247448979591
4,832,1,1,1,1,0,0,0,8058.9481292517
7,0,0,0,0,1,0,0,0,0.0
3,450,1,0,1,1,0,0,0,4360.727244582044
1,988,1,0,0,1,0,0,0,7576.42880794702
5,781,1,1,0,1,0,0,0,7726.496010079798
2,597,1,0,1,1,0,0,0,5344.843225083987
6,657,1,0,0,1,0,0,0,6394.018451845184
1,1008,1,0,1,1,0,0,0,8901.115384615385
1,384,1,1,0,1,0,0,0,4534.4
2,781,1,1,1,1,0,0,0,8038.724137931034
1,1189,1,1,0,1,0,0,0,11762.37386569873
2,548,1,1,0,1,0,0,0,6255.412844036698
2,528,1,0,0,1,0,0,0,4840.990672884744
5,554,1,0,0,1,0,0,0,5222.174103237096
1,0,0,0,1,0,0,1,0,0.0
2,593,1,0,1,1,0,0,0,5344.843225083987
7,0,0,0,0,1,0,0,0,0.0
1,736,1,0,0,1,0,0,0,6006.992889463478
3,439,1,0,1,1,0,0,0,4302.787535410765
5,613,1,1,0,1,0,0,0,6235.335553910683
5,1000,1,0,1,1,0,0,0,8267.047908232118
4,598,1,1,0,1,0,0,0,6235.335553910683
2,797,1,1,0,1,0,0,0,8295.130072840791
4,430,1,1,0,1,0,0,0,4966.260135135135
7,0,0,0,1,1,0,0,0,0.0
6,510,1,0,0,1,0,0,0,4971.949982752673
7,0,0,0,0,1,0,0,0,0.0
4,675,1,0,0,1,0,0,0,5933.963311382879
2,640,1,1,0,1,0,0,0,7094.018971848225
3,376,1,1,0,1,0,0,0,4476.854961832061
6,571,1,0,0,1,0,0,0,5600.27261761158
7,0,0,0,0,1,0,0,0,0.0
4,502,1,1,0,1,0,0,0,5426.836538461538
5,697,1,0,1,1,0,0,0,6363.0074349442375
1,333,1,0,0,1,0,0,0,3408.6898340248963
1,319,1,1,0,1,0,0,0,3945.8333333333335
1,1166,1,0,0,1,0,0,0,8394.735354927636
7,0,0,0,0,1,0,0,0,0.0
5,695,1,1,0,1,0,0,0,6823.023879500367
7,0,0,0,0,1,0,0,0,0.0
3,1043,1,1,0,1,0,0,0,9359.699376947041
6,402,1,0,0,1,0,0,0,3924.5217965653896
4,404,1,0,0,1,0,0,0,4050.9443155452436
1,1143,1,0,1,1,0,0,0,9482.551312649164
6,547,1,0,0,1,0,0,0,5452.131860299359
2,599,1,1,0,1,0,0,0,6640.551260504201
1,980,1,1,0,1,0,0,0,10495.552746294681
3,662,1,0,0,1,0,0,0,5680.417628541448
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
2,685,1,0,0,1,0,0,0,5805.374263565892
6,325,1,0,0,1,0,0,0,3060.623910336239
4,811,1,0,1,1,0,0,0,6757.840707964602
7,0,0,0,0,1,0,0,0,0.0
6,602,1,0,0,1,0,0,0,5777.84505640345
3,817,1,0,0,1,0,0,0,6558.377471264368
7,0,0,0,0,1,0,0,0,0.0
6,751,1,0,0,1,0,0,0,6824.5028571428575
4,461,1,0,0,1,0,0,0,4360.727244582044
7,0,0,0,0,1,0,0,0,0.0
6,647,1,0,0,1,0,0,0,6394.018451845184
5,1096,1,1,1,1,0,0,0,10117.18023255814
2,667,1,1,1,1,0,0,0,7094.018971848225
4,759,1,0,0,1,0,0,0,6266.349088453748
3,312,1,0,1,1,0,0,0,3226.2480916030536
4,1185,1,1,1,1,0,0,0,10313.36797274276
4,764,1,1,0,1,0,0,0,7564.41279620853
6,335,1,0,0,1,0,0,0,3146.8896551724138
2,369,1,0,0,1,0,0,0,3824.7544006705784
5,1413,1,1,0,1,0,0,0,11861.237903225807
7,0,0,0,0,1,0,0,0,0.0
1,463,1,0,0,1,0,0,0,4523.016152716593
2,536,1,0,0,1,0,0,0,4840.990672884744
3,298,1,1,0,1,0,0,0,3669.6190476190477
1,2016,1,0,0,1,0,0,0,13340.060240963856
1,761,1,1,1,1,0,0,0,8821.79
2,437,1,0,0,1,0,0,0,4302.787535410765
4,540,1,1,0,1,0,0,0,5876.073184676959
6,506,1,0,0,1,0,0,0,4971.949982752673
1,412,1,0,0,1,0,0,0,4137.462809917355
6,732,1,0,0,1,0,0,0,6750.09394654088
3,936,1,0,0,1,0,0,0,7142.867151956324
3,864,1,0,0,1,0,0,0,6828.537931034482
6,896,1,0,0,1,0,0,0,8021.107382550335
4,303,1,0,0,1,0,0,0,3168.5377855887523
1,593,1,0,0,1,0,0,0,5248.391816920943
3,1643,1,0,1,1,0,0,0,11072.147368421052
7,0,0,0,0,1,0,0,0,0.0
6,428,1,0,0,1,0,0,0,4090.1260744985675
1,1426,1,1,0,1,0,0,0,13917.972111553785
5,761,1,1,0,1,0,0,0,7564.41279620853
6,417,1,0,0,1,0,0,0,4059.2877697841727
1,1043,1,1,0,1,0,0,0,11153.273838630806
3,950,1,0,0,1,0,0,0,7299.153753026634
1,1552,1,1,1,1,0,0,0,14655.788856304986
2,312,1,0,0,1,0,0,0,3226.2480916030536
6,1823,1,0,0,1,0,0,0,12227.579957356076
4,548,1,1,0,1,0,0,0,5876.073184676959
5,506,1,1,0,1,0,0,0,5426.836538461538
6,758,1,0,0,1,0,0,0,7052.422169811321
4,685,1,1,0,1,0,0,0,6823.023879500367
1,956,1,1,0,1,0,0,0,10486.410256410256
6,422,1,0,0,1,0,0,0,3978.721068249258
6,673,1,0,0,1,0,0,0,6500.995071868583
4,735,1,1,0,1,0,0,0,7414.5713199898655
5,705,1,1,0,1,0,0,0,7085.268030862127
3,606,1,1,0,1,0,0,0,6413.790129372304
5,942,1,1,0,1,0,0,0,8597.108353510896
3,480,1,0,0,1,0,0,0,4528.235518292683
3,786,1,1,0,1,0,0,0,7803.5809248554915
1,1144,1,1,0,1,0,0,0,11306.660580021482
2,1104,1,1,1,1,0,0,0,10039.902077151335
1,566,1,1,0,1,0,0,0,6800.908203125
6,923,1,0,0,1,0,0,0,8021.107382550335
1,1049,1,0,1,1,0,0,0,8901.115384615385
6,507,1,0,0,1,0,0,0,4971.949982752673
1,1600,1,1,1,1,0,0,0,14655.788856304986
7,0,0,0,0,1,0,0,0,0.0
2,892,1,0,0,1,0,0,0,6828.537931034482
2,1048,1,0,1,1,0,0,0,8386.979452054795
7,0,0,0,0,1,0,0,0,0.0
2,623,1,0,0,1,0,0,0,5364.717372881356
7,0,0,0,0,1,0,0,0,0.0
6,299,1,0,0,1,0,0,0,2765.766101694915
3,733,1,1,1,1,0,0,0,7414.5713199898655
4,0,0,0,1,0,0,0,1,0.0
4,662,1,0,0,1,0,0,0,5680.417628541448
1,503,1,0,1,1,0,0,0,4680.334035827186
5,1096,1,1,0,1,0,0,0,9897.945957820739
1,719,1,0,0,1,0,0,0,6006.992889463478
5,567,1,1,0,1,0,0,0,6042.1271105447595
1,2995,1,1,0,1,0,0,0,21939.507462686568
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
3,678,1,0,0,1,0,0,0,5805.374263565892
6,603,1,0,0,1,0,0,0,5777.84505640345
2,429,1,1,0,1,0,0,0,5290.899317406143
5,737,1,1,0,1,0,0,0,7414.5713199898655
1,717,1,0,0,1,0,0,0,6006.992889463478
4,796,1,1,0,1,0,0,0,7811.268158976702
1,239,1,0,0,1,0,0,0,2098.878048780488
5,1048,1,0,0,1,0,0,0,8688.737618545838
7,0,0,0,0,1,0,0,0,0.0
6,878,1,0,0,1,0,0,0,7701.688160088938
3,696,1,1,0,1,0,0,0,7058.356196414653
4,811,1,1,0,1,0,0,0,7811.268158976702
7,0,0,0,0,1,0,0,0,0.0
4,535,1,1,0,1,0,0,0,5762.096529284165
2,362,1,0,0,1,0,0,0,3654.067415730337
4,3621,1,0,0,1,0,0,0,17443.55737704918
3,941,1,0,1,1,0,0,0,7684.157284768212
7,0,0,0,0,1,0,0,0,0.0
5,881,1,1,0,1,0,0,0,8303.093127287515
3,949,1,1,0,1,0,0,0,8597.108353510896
